id,x_minimo,x_maximo,y_minimo,y_maximo,area_pixels,perimetro_x,perimetro_y,comprimento_do_transportador,tipo_do_aço_A300,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
10,843.0,186.0,6.712,6.724,98.0,14.0,12.0,1356.0,False,40.0,68.04480406337339,0.7434,0.0926,0.75,1.9912,0.9542,1.0792,0.25,0.215,82.0,False,False,False,False,False,False,False
11,1331.0,1336.0,4270.168,4270.218,177.0,15.0,50.0,1360.0,True,100.0,75.964160284971,0.0353,0.292,0.1,2.248,0.699,1.699,0.9,0.4138,65.0,True,False,False,False,False,False,False
12,11.0,835.0,1553.913,1553.931,71.0,8.0,19.0,1623.0,True,100.0,91.66986698025062,0.971,0.3426,0.3333,1.8513,0.7782,1.2553,0.6667,0.215,99.0,True,False,False,False,False,False,False
13,41.0,210.0,0.02,4440.576,198.38391557496362,303.0,154.0,1356.0,False,40.0,83.5889016101163,0.0605,0.4572,0.3669,3.755,1.1916465085198797,1.7924,-0.6331,1.0,43.0,False,False,True,False,False,False,False
14,615.9201248049922,643.0,1969.029,1969.068,365.0,39.0,40.0,1710.0,True,154.0,96.3153741096369,0.7322,0.4495,0.4359,2.5623,1.2305,1.5911,0.5641,0.9172,91.0,False,False,False,False,False,False,False
15,435.0,729.0,4737.382,4737.394,198.38391557496362,304.0,87.0,1352.0,True,100.0,94.7626907914194,0.6435,0.4753,0.0408,3.2674,1.1916465085198797,1.0792,-0.9592,1.0,83.86772486772487,False,False,False,False,False,False,False
16,1214.0,1222.0,737.538,737.568,147.0,28.0,31.0,1362.0,False,175.0,55.70088544924066,0.2056,0.3875,0.2667,2.1673,0.9031,1.4771,0.7333,0.3977,105.0,False,True,False,False,False,False,False
17,615.9201248049922,1103.0,4532.922,4532.948,364.0,99.0,60.0,1358.0,True,154.0,82.57370946111853,0.3756,0.6111,0.7222,2.5611,1.5563,1.415,-0.2778,0.9856,99.0,False,False,False,False,False,True,False
18,39.0,195.0,1863.816,0.166,198.38391557496362,78.57811038353601,59.32477294080802,1402.0,False,40.0,82.62650604632742,0.0556,0.5647,0.8125,4.1152,1.1916465085198797,2.2833,0.1875,1.0,35.0,False,False,True,False,False,False,False
19,828.0,186.0,1366.1809518821603,2451.296,67.0,13.0,194.0,1460.6352015732546,False,40.0,79.77175244144762,0.76,0.3232,0.8182,1.8261,0.9542,1.0414,0.1818,0.2051,112.0,False,False,False,False,False,True,False
20,205.0,228.0,1094.338,1094.348,74.0,32.0,12.0,1366.0,True,69.0,75.6553531020835,0.3002,0.6783,0.4348,1.8692,1.3617,1.0,-0.5652,0.3819,110.0,False,False,False,False,False,False,False
21,41.0,218.0,2698.232,2698.294,198.38391557496362,275.0,148.0,1358.0,False,40.0,95.62086852075429,0.0604,0.4235,0.3503,3.8012,1.1916465085198797,1.7924,-0.6497,1.0,40.0,False,False,True,False,False,False,False
22,142.0,155.0,1723.382,0.166,60.0,20.0,11.0,1360.0,True,70.0,79.72967823992063,0.2088,0.5385,0.7692,1.7781,1.1139,1.0,-0.2308,0.2408,96.0,False,True,False,False,False,False,False
23,81.0,216.0,425.023,425.176,198.38391557496362,78.57811038353601,59.32477294080802,1358.0,True,70.0,79.91448540967295,0.1193,0.7566,0.8824,3.7013,2.1303,2.1847,0.1177,1.0,93.0,False,True,False,False,False,False,False
24,932.0,943.0,3020.344,3020.36,128.0,12.0,16.0,1687.0,False,50.0,75.57437737692423,0.882,0.2727,0.6875,2.1072,1.0414,1.2041,0.3125,0.3012,88.0,False,False,False,False,False,True,False
25,11.0,308.0,1323.717,1323.745,222.0,25.0,194.0,1358.0,True,70.0,100.71174883475936,0.433,0.4337,0.5720687239117471,2.3463,1.1461,1.4472,0.5,0.6453,104.0,False,True,False,False,False,False,False
26,615.9201248049922,817.0,151.24,151.265,206.0,32.0,25.0,1372.0,False,154.0,68.8295733923845,0.809,0.5908,0.52,2.1239,1.1139,1.3979,0.48,0.5378,114.0,False,False,False,False,False,False,False
27,1578.0,1592.0,178.458,178.484,168.0,36.0,29.0,1692.0,False,74.81067344345617,92.17536135788936,0.1182,0.5385,0.5385,2.2253,1.1461,1.415,0.4615,0.6015,99.0,False,False,False,False,False,False,False
28,275.0,299.0,1133.715,1133.734,318.0,39.0,32.0,1364.0,False,40.0,90.4247105895708,0.4032,0.3026,0.7917,2.5024,1.3802,1.2787,-0.2083,0.7359,116.0,False,False,False,False,False,False,False
29,251.0,186.0,961.36,961.371,67.0,11.0,11.0,1364.0,True,70.0,77.44115374613213,0.368,0.3232,0.8182,1.8261,0.9542,1.0414,0.1818,0.2051,99.0,False,False,False,False,False,True,False
30,615.9201248049922,630.0,2113.679,0.166,926.0,113.0,146.0,1364.0,False,154.0,81.89099546411043,0.9076,0.4194,0.0759,2.9666,1.0414,2.1614,0.9241,0.9998,92.0,False,False,False,False,True,False,True
31,284.0,357.0,2286.293,2286.298,206.0,73.0,17.0,1460.6352015732546,False,40.0,79.30337415672844,0.4177,0.4466,0.0685,2.3054,1.8633,0.699,-0.9315,0.6031,116.0,False,False,False,False,False,False,False
32,2874.0,422.0,289.647,289.665,355.0,229.0,58.0,1360.0,False,154.0,74.7267412197261,0.5397,0.6414,0.3273,2.5502,1.7404,1.2553,-0.6727,0.9899,123.0,False,False,False,False,False,False,False
33,39.0,212.0,862.475,862.693,206.0,78.57811038353601,59.32477294080802,1400.0,False,40.0,73.31462940638613,0.0557,0.5398,0.7936,2.4461393757503,1.1916465085198797,2.3385,0.2064,1.0,83.86772486772487,False,False,True,False,False,False,False
34,11.0,357.0,1747.625,1747.66,314.0,84.0,50.0,1356.0,True,70.0,94.20667034153632,0.4749,0.7437,0.5720687239117471,2.4969,1.5441,1.5441,0.0,0.9979,110.0,False,True,False,False,False,False,False
35,507.0,517.0,399.348,399.363,206.0,10.0,15.0,1687.0,True,80.0,78.26504818943546,0.6011,0.2267,0.6667,2.0645,1.0,1.1761,0.3333,0.266,83.86772486772487,False,False,False,False,False,False,False
36,1126.0,1134.0,1366.1809518821603,2636.459,59.0,11.0,10.0,1656.0,True,100.0,72.27997959617502,0.6304,0.2625,0.8,1.7708,0.9031,1.0,0.2,0.1852,102.0,False,False,False,False,False,False,False
37,98.0,168.0,3687.004,395.722,198.38391557496362,229.0,214.0,1360.0,False,74.81067344345617,85.49179965549206,0.1441,0.4289,0.3483,3.905,1.8451,2.3032,0.6517,1.0,80.0,False,False,False,False,False,False,False
38,85.0,96.0,1398.904,1398.914,61.0,229.0,11.0,1358.0,True,70.0,84.26459618129469,0.1252,0.4455,0.9091,1.7853,1.0414,1.0,-0.0909,0.2173,102.0,False,True,False,False,False,False,False
39,41.0,232.0,844.714,844.903,206.0,78.57811038353601,59.32477294080802,1400.0,False,40.0,65.07989056909798,0.0586,0.4373,0.9895,2.4461393757503,1.1916465085198797,2.2765,-0.0105,1.0,23.0,False,False,True,False,False,False,False
40,1335.0,1668.0,2191.536,2191.539,795.0,333.0,194.0,1692.0,True,70.0,73.558061433024,0.0284,0.2042,0.009,2.9004,1.1916465085198797,0.4771,-0.991,0.9905,77.0,False,False,False,False,False,False,False
41,74.0,80.0,1366.1809518821603,2615.309,62.0,13.0,14.0,1358.0,True,70.0,63.01201622927742,0.109,0.2619,0.4286,1.7924,0.7782,1.1461,0.5714,0.1892,97.0,False,False,False,False,False,False,False
42,1365.0,1374.0,4174.907,4174.926,115.0,9.0,19.0,1387.0,False,50.0,105.50128981753387,0.0188,0.3275,0.4737,2.0607,0.9542,1.2787,0.5263,0.2942,44.0,False,False,False,False,False,False,False
43,4.0,17.0,2445.033,2445.05,206.0,19.0,194.0,1358.0,True,70.0,76.3726227453649,0.0059,0.5611,0.7647,1.9868,1.1139,1.2305,0.2353,0.3678,47.0,False,True,False,False,False,False,False
44,615.9201248049922,832.0,928.256,928.264,53.0,9.0,194.0,1387.0,False,154.0,73.23208827172523,0.8003,0.1719,1.0,1.7243,0.9031,0.9031,0.0,0.1696,83.86772486772487,False,False,True,False,False,False,False
45,11.0,1619.0,1671.95,1671.963,69.0,10.0,14.0,1656.0,True,80.0,74.99832755720224,0.0447,0.3365,0.6154,1.8389,0.9031,1.1139,0.3846,0.2105,63.0,False,False,False,False,False,False,False
46,41.0,58.0,1366.1809518821603,997.556,128.0,38.0,27.0,1400.0,False,40.0,72.45810440911295,0.0586,0.4622,0.8235,2.1072,1.2305,1.1461,-0.1765,0.3945,120.0,False,False,True,False,False,False,False
47,41.0,189.0,1853.169,0.166,198.38391557496362,78.57811038353601,59.32477294080802,1400.0,False,40.0,78.16968340158074,0.0586,0.5676,0.8706,4.0366,2.1703,2.2304,0.1294,1.0,33.0,False,False,True,False,False,False,False
48,41.0,209.0,4639.21,4639.275,198.38391557496362,296.0,169.0,1460.6352015732546,False,40.0,92.35086322270833,0.0604,0.4663,0.3869,3.7655,1.1916465085198797,1.8129,-0.6131,1.0,48.0,False,False,True,False,False,False,False
49,61.0,213.0,1366.1809518821603,0.166,206.0,157.0,95.0,1362.0,False,40.0,80.97340384351322,0.0896,0.4759,0.3158,3.5825,2.1818,1.6812,-0.6842,1.0,83.86772486772487,False,False,True,False,False,False,False
50,155.0,187.0,0.02,673.281,129.0,50.0,25.0,1460.6352015732546,False,50.0,66.12397682772206,0.2289,0.6335,0.3438,2.1106,1.5051,1.0414,-0.6563,0.5822,123.0,False,False,False,False,False,False,False
51,615.9201248049922,734.0,684.933,685.134,198.38391557496362,78.57811038353601,59.32477294080802,1400.0,False,154.0,68.52007104995957,0.0557,0.4069042249330557,0.2892,2.4461393757503,1.1916465085198797,2.3032,-0.7108,1.0,21.0,False,False,True,False,False,False,False
52,615.9201248049922,655.0,5303.273,1302.9010345679012,336.0,30.0,25.0,1362.0,False,154.0,81.74604664183391,0.931,0.2727,0.9546,2.5263,1.3222,1.3424,0.0454,0.7436,79.0,False,False,False,False,False,True,False
53,11.0,1360.0,4807.459,0.166,135.0,12.0,194.0,1387.0,False,50.0,71.67421868612475,0.0389,0.25,0.45,2.1303,0.9542,1.301,0.55,0.3068,83.86772486772487,False,False,False,False,False,True,False
54,436.0,453.0,1366.1809518821603,1120.571,369.0,18.0,34.0,1460.6352015732546,False,150.0,78.09181294667687,0.5169,0.3616,0.5,2.567,1.2305,1.5315,0.5,0.8627,52.0,False,False,False,False,False,False,False
55,1644.0,1661.0,1554.711,1554.76,468.0,229.0,54.0,1692.0,True,70.0,106.45701587583306,0.0366,0.4382,0.3469,2.6702,1.2305,1.6902,0.6531,0.9718,80.0,False,False,False,False,False,False,False
56,39.0,178.0,1366.1809518821603,2627.391,198.38391557496362,78.57811038353601,194.0,1400.0,False,40.0,69.94295263376573,0.0557,0.6448,0.858,3.903,2.143,2.2095,0.142,1.0,49.0,False,False,True,False,False,False,False
57,6.0,14.0,393.457,393.488,196.0,11.0,31.0,1687.0,False,74.81067344345617,65.53802919788487,0.0071,0.2097,0.2581,2.2923,0.9031,1.4914,0.7419,0.4106,97.0,False,False,False,False,False,False,False
58,185.0,199.0,387.402,387.414,75.0,23.0,12.0,1356.0,True,70.0,72.5973357586067,0.2729,0.5536,0.8571,1.8751,1.1461,1.0792,-0.1429,0.2901,104.0,False,True,False,False,False,False,False
59,253.0,265.0,220.228,220.253,200.0,30.0,194.0,1692.0,False,74.81067344345617,62.00828046184159,0.2991,0.3333,0.48,2.301,1.0792,1.3979,0.52,0.4963,66.0,False,False,False,False,False,False,False
60,10.0,21.0,0.02,204.953,135.0,16.0,23.0,1356.0,True,70.0,92.86104027802098,0.0148,0.3864,0.55,2.1303,1.0414,1.301,0.45,0.3663,46.0,False,True,False,False,False,False,False
61,69.0,81.0,0.02,2001.794,119.0,20.0,18.0,1460.6352015732546,True,70.0,68.40701561857192,0.1021,0.4491,0.6667,2.0756,1.0792,1.2553,0.3333,0.3601,84.0,False,True,False,False,False,False,False
62,39.0,173.0,2616.577,2616.725,198.38391557496362,78.57811038353601,59.32477294080802,1400.0,False,40.0,70.26035093490371,0.0557,0.5793,0.9054,3.9214,2.1271,2.1703,0.0946,1.0,52.0,False,False,True,False,False,False,False
63,615.9201248049922,976.0,2690.125,2690.135,67.0,229.0,194.0,1690.0,True,154.0,66.66569782853588,0.845,0.2556,0.9,1.8261,0.9542,1.0,0.1,0.1954,84.0,False,False,False,False,False,True,False
64,22.0,31.0,0.02,2097.27,60.0,15.0,13.0,1354.0,True,70.0,63.08345100433424,0.0325,0.4872,0.6923,1.7781,0.9542,1.1139,0.3077,0.2253,81.0,False,True,False,False,False,False,False
65,1129.0,1137.0,1207.379,1207.406,101.0,27.0,27.0,1694.0,False,70.0,79.45148901154481,0.6576,0.5324,0.2963,2.0043,0.9031,1.4314,0.7037,0.3601,104.0,False,False,False,False,False,False,False
66,990.0,186.0,1973.168,1973.176,59.0,8.0,8.0,1622.0,True,70.0,72.48832068910227,0.7694,0.0781,1.0,1.7708,0.9031,0.9031,0.0,0.1696,93.0,False,False,False,False,False,True,False
67,1287.0,1302.0,3204.829,3204.845,191.0,17.0,16.0,1627.0,False,40.0,61.95307743833546,0.3995,0.2042,0.9375,2.281,1.1761,1.2041,0.0625,0.3977,67.0,False,False,False,False,False,False,False
68,615.0,623.0,0.02,2197.376,111.0,21.0,24.0,1366.0,False,100.0,76.27784414390405,0.9004,0.4219,0.3333,2.0453,0.9031,1.3802,0.6667,0.3241,106.0,False,False,False,False,True,False,True
69,63.0,92.0,0.02,0.166,58.0,29.0,10.0,1690.0,True,70.0,83.65660841574689,0.0746,0.3333,0.1035,1.7634,1.4624,0.4771,-0.8965,0.1923,100.0,False,False,False,False,False,False,False
70,615.9201248049922,373.0,929.482,929.513,213.0,42.0,39.0,1374.0,False,154.0,75.58014014453663,0.5196,0.5706,0.5161,2.3284,1.2041,1.4914,0.4839,0.7844,80.0,False,False,False,False,False,False,False
71,11.0,149.0,356.611,356.625,170.0,39.0,20.0,1362.0,False,100.0,85.99281447473346,0.1836,0.494,0.5833,2.2304,1.3802,1.1461,-0.4167,0.556,123.0,False,False,False,False,False,True,False
72,1215.0,1232.0,1545.468,1545.486,184.0,229.0,22.0,1628.0,False,120.0,96.98536107727782,0.4865,0.3987,0.9444,2.2648,1.2305,1.2553,0.0556,0.5063,115.0,False,False,False,False,False,True,False
73,1134.0,1145.0,1366.1809518821603,1302.9010345679012,143.0,20.0,21.0,1362.0,False,40.0,88.1449479325066,0.3187,0.35,0.55,2.1553,1.0414,1.301,0.45,0.3663,104.0,False,False,False,False,False,True,False
74,39.0,218.0,965.451,965.599,198.38391557496362,78.57811038353601,59.32477294080802,1398.0,False,40.0,82.15851695602154,0.0558,0.365,0.8268,2.4461393757503,1.1916465085198797,2.1703,-0.1732,1.0,29.0,False,False,True,False,False,False,False
75,11.0,864.0,519.257,519.266,57.0,10.0,194.0,1387.0,False,40.0,88.12194125453792,0.7541,0.2083,0.8889,1.7559,0.9031,0.9542,0.1111,0.1773,161.0,False,False,True,False,False,False,False
76,615.9201248049922,1047.0,603.596,603.608,80.0,12.0,12.0,1358.0,False,154.0,102.27112889501537,0.458,0.2593,0.75,1.9031,0.9542,1.0792,0.25,0.215,100.0,False,False,False,False,False,True,False
77,11.0,219.0,1704.636,1704.704,198.38391557496362,351.0,173.0,1358.0,False,40.0,65.58752017559146,0.0604,0.4527,0.382,3.8212,1.1916465085198797,1.8325,-0.618,1.0,83.86772486772487,False,False,True,False,False,False,False
78,1116.0,1151.0,4387.848,4387.862,175.0,53.0,32.0,1364.0,True,80.0,86.32718906318948,0.3123,0.6429,0.4,2.243,1.5441,1.1461,-0.6,0.7776,104.0,False,False,False,False,False,True,False
79,1312.0,1322.0,1366.1809518821603,4118.372,77.0,15.0,14.0,1460.6352015732546,False,40.0,70.0304787957704,0.0415,0.45,0.7143,1.8865,1.0,1.1461,0.2857,0.2532,104.0,False,False,False,False,False,True,False
80,1250.0,153.0,310.621,310.797,206.0,365.0,268.0,1394.0,False,154.0,82.41716794067518,0.1621,0.676,0.2273,3.3581,1.6021,2.2455,0.7727,1.0,113.0,False,False,False,False,False,False,False
81,63.0,82.0,287.835,287.869,400.0,49.0,42.0,1356.0,True,70.0,66.7791532788509,0.0929,0.3808,0.5588,2.6021,1.2787,1.5315,0.4412,0.9082,78.0,False,True,False,False,False,False,False
82,39.0,186.0,409.491,409.539,198.38391557496362,229.0,88.0,1360.0,False,40.0,87.55897736055724,0.0573,0.3995,0.3529,3.5933,2.1335,1.6812,-0.6471,1.0,45.0,False,False,True,False,False,False,False
83,449.0,549.0,2212.6,2212.608,368.0,110.0,35.0,1356.0,False,40.0,82.79924690604828,0.6622,0.54,0.08,2.5659,2.0,0.9031,-0.92,0.965,111.0,False,False,False,False,False,False,False
84,1111.0,1130.0,2527.319,2527.39,747.0,62.0,72.0,1280.0,True,100.0,94.995023691642,0.2344,0.4463,0.2676,2.8733,1.2787,1.8513,0.7324,0.9991,85.0,False,False,False,False,False,False,False
85,25.0,34.0,2588.285,281.513,891.0,36.0,155.0,1353.0,False,185.0,77.28726987002976,0.0369,0.3613,0.0581,2.9499,0.9542,2.1903,0.9419,0.9993,70.0,False,False,False,False,False,False,False
86,145.0,197.0,1317.364,1317.395,508.0,112.0,59.0,1362.0,False,40.0,76.96903670001835,0.2129,0.6849,0.5961,2.7059,1.716,1.4914,-0.4038,0.9998,120.0,False,True,False,False,False,False,False
87,21.0,186.0,1366.1809518821603,1302.9010345679012,784.0,66.0,54.0,1648.0,True,80.0,77.06895704674186,0.0255,0.7209,1.0,2.8943,1.7243,1.7243,0.0,1.0,67.0,False,False,False,False,False,False,False
88,1357.0,1370.0,3378.464,3378.474,81.0,15.0,10.0,1692.0,True,60.0,104.61147003776406,0.3806,0.3769,0.7692,1.9085,1.1139,1.0,-0.2308,0.2408,91.0,False,False,False,False,False,True,False
89,498.0,509.0,261.713,261.732,144.0,17.0,19.0,1356.0,False,40.0,86.334967040864,0.7345,0.311,0.5789,2.1584,1.0414,1.2787,0.4211,0.3494,88.0,False,False,False,False,False,True,False
90,929.0,939.0,1248.676,1248.687,88.0,13.0,11.0,1656.0,True,80.0,93.4467483919824,0.8659,0.2,0.9091,1.9445,1.0,1.0414,0.0909,0.2173,88.0,False,False,False,False,False,True,False
91,11.0,186.0,1814.642,1814.708,198.38391557496362,278.0,134.0,1358.0,False,40.0,87.24356819307866,0.0574,0.4285,0.3815,3.8146,1.1916465085198797,1.8195,-0.6185,1.0,38.0,False,False,True,False,False,False,False
92,11.0,1592.0,0.02,1612.87,193.0,25.0,30.0,1654.0,True,69.0,88.8195304152052,0.075,0.3567,0.3333,2.2856,1.0,1.4771,0.6667,0.4963,78.0,False,False,False,False,False,True,False
93,11.0,782.0,1292.292,1292.296,12.0,4.0,194.0,1360.0,False,154.0,65.24882484100519,0.85,0.25,0.5720687239117471,1.0792,0.6021,0.6021,0.0,0.1292,112.0,False,False,False,True,False,False,False
94,121.0,159.0,473.414,473.43,206.0,51.0,31.0,1358.0,False,40.0,74.40159030400767,0.1782,0.6234,0.4211,2.3598,1.5798,1.2041,-0.5789,0.8848,116.0,False,False,True,False,False,False,False
95,703.0,718.0,1366.1809518821603,618.148,112.0,23.0,194.0,1460.6352015732546,True,70.0,73.78679453464818,0.941,0.5333,0.9375,2.0492,1.1761,1.2041,0.0625,0.3977,83.86772486772487,False,True,False,False,False,False,False
96,669.0,684.0,491.552,0.166,206.0,59.0,133.0,1687.0,False,150.0,80.59083112683055,0.7931,0.446,0.1136,3.0402,1.1761,2.1206,0.8864,1.0,50.0,True,False,False,False,False,False,False
97,31.0,50.0,1647.143,1647.194,206.0,72.0,55.0,1354.0,True,70.0,78.96499283241363,0.0458,0.5408,0.3726,2.6484,1.2787,1.7076,0.6274,0.9884,83.86772486772487,False,True,False,False,False,False,False
98,483.0,186.0,5060.301,1302.9010345679012,206.0,41.0,21.0,1632.0,True,74.81067344345617,63.92324535990944,0.5919,0.5264,0.5172,2.3139,1.4624,1.1761,-0.4828,0.7079,104.0,False,False,False,False,False,False,False
99,297.0,302.0,1028.213,1028.219,16.0,229.0,6.0,1356.0,False,50.0,80.42940462571728,0.4381,0.4667,0.8333,1.2041,0.699,0.7782,0.1667,0.14,120.0,False,False,False,True,False,False,False
100,539.0,547.0,0.02,1294.979,70.0,9.0,11.0,1688.0,True,60.0,59.87503148294648,0.6386,0.2045,0.7273,1.8451,0.9031,1.0414,0.2727,0.1934,94.0,False,False,False,False,False,True,False
101,911.0,920.0,3220.667,344.829,54.0,12.0,194.0,1460.6352015732546,True,74.81067344345617,87.76470912131325,0.6451,0.4,0.9,1.7324,0.9542,1.0,0.1,0.1954,83.86772486772487,False,False,False,False,False,False,False
102,484.0,82.0,313.092,313.218,198.38391557496362,229.0,127.0,1360.0,False,154.0,81.03953610132002,0.0721,0.3213,0.2619,3.4506,1.5185,2.1004,0.7381,1.0,79.0,False,False,False,False,False,False,False
103,1123.0,1137.0,1366.1809518821603,1302.9010345679012,143.0,20.0,14.0,1362.0,False,40.0,92.4535796501708,0.3304,0.2704,1.0,2.1553,1.1461,1.1461,0.0,0.33,96.0,False,False,False,False,False,False,False
104,908.0,914.0,414.919,414.931,52.0,11.0,12.0,1692.0,True,60.0,82.12848168603779,0.9196,0.2778,0.5,1.716,0.7782,1.0792,0.5,0.1773,86.0,False,False,False,False,False,True,False
105,1417.0,1437.0,1366.1809518821603,1302.9010345679012,56.0,26.0,6.0,1652.0,True,69.0,75.37606583235772,0.2603,0.3,0.2,1.7482,1.301,0.6021,-0.8,0.1852,116.0,False,False,False,False,True,False,True
106,1202.0,1216.0,289.529,289.543,206.0,15.0,15.0,1692.0,False,60.0,64.23765401491136,0.5627,0.301,1.0,2.1367,1.1461,1.1461,0.0,0.33,109.0,False,False,False,False,False,False,False
107,550.0,567.0,4625.112,4625.136,206.0,26.0,24.0,1360.0,False,40.0,76.05478491589881,0.8088,0.5245,0.7083,2.2878,1.2305,1.3802,0.2917,0.6693,83.86772486772487,False,False,False,False,False,True,False
108,39.0,191.0,1565.555,0.166,198.38391557496362,229.0,59.32477294080802,1400.0,False,40.0,72.12288817120884,0.0557,0.4171,0.9737,4.1177,2.1818,2.1703,-0.0263,1.0,33.0,False,False,True,False,False,False,False
109,1379.0,1396.0,2128.94,2128.956,126.0,33.0,22.0,1666.0,True,100.0,83.71550765476066,0.3241,0.5368,0.9412,2.1004,1.2305,1.2041,-0.0588,0.4498,116.0,False,False,False,False,False,False,False
110,405.0,416.0,634.279,634.288,71.0,15.0,10.0,1358.0,True,70.0,75.78897660945417,0.5965,0.2828,0.8182,1.8513,1.0414,0.9542,-0.1818,0.2051,113.0,False,True,False,False,False,False,False
111,347.0,364.0,1124.976,1125.024,390.0,51.0,50.0,1372.0,False,40.0,86.04914888275516,0.5058,0.5221,0.3542,2.5911,1.2305,1.6812,0.6458,0.9685,110.0,False,False,False,False,False,False,False
112,995.0,1002.0,66.318,66.328,45.0,8.0,10.0,1358.0,False,130.0,93.538360451768,0.5243,0.3571,0.7,1.6532,0.8451,1.0,0.3,0.1753,93.0,False,False,False,False,False,False,False
113,1073.0,643.0554889022195,0.02,433.198,143.0,15.0,12.0,1686.0,True,70.0,65.85917602733649,0.7094,0.2056,0.8,2.1553,1.1761,1.0792,-0.2,0.3068,83.86772486772487,False,False,False,False,False,True,False
114,619.0,659.0,1292.098,1292.1,60.0,40.0,194.0,1690.0,True,70.0,79.97392473465791,0.7325,0.25,0.05,1.7781,1.6021,0.301,-0.95,0.1852,102.0,False,False,False,False,False,False,False
115,1292.0,1372.0,1506.506,1506.552,198.38391557496362,134.0,80.0,1658.0,True,143.0,79.52256398334336,0.345,0.4639,0.575,3.2951,1.9031,1.6628,-0.425,1.0,105.0,False,False,False,False,False,False,False
116,1109.0,1144.0,401.768,401.951,198.38391557496362,188.0,189.0,1353.0,False,70.0,83.14225030675986,0.3089,0.329,0.1913,3.6333,1.5441,2.2624,0.8087,1.0,83.86772486772487,False,False,False,False,False,False,False
117,779.0,643.0554889022195,0.02,1198.188,198.0,21.0,18.0,1353.0,False,50.0,86.86652657043987,0.8234,0.3149,1.0,2.2967,1.2305,1.2305,0.0,0.4779,54.0,False,False,False,False,False,False,False
118,11.0,206.0,1721.788,0.166,198.38391557496362,78.57811038353601,194.0,1402.0,False,40.0,95.87755378829208,0.0585,0.5942,0.9167,4.081,1.1916465085198797,2.2553,0.0833,1.0,33.0,False,False,True,False,False,False,False
119,145.0,171.0,233.467,0.166,206.0,214.0,220.0,1394.0,False,74.81067344345617,68.90525585210008,0.208,0.6241,0.1275,3.2997,1.415,2.3096,0.8726,1.0,104.0,False,False,False,False,False,False,False
120,691.0,186.0,664.879,664.883,55.0,19.0,6.0,1694.0,True,143.0,64.27910730868783,0.8158,0.2763,0.2105,1.7404,1.2787,0.6021,-0.7895,0.1812,114.0,False,False,False,False,False,False,False
